# time, std
2122,7.14821
2123,7.07052
2124,7.07086
2125,7.0463
2126,7.05207
2127,7.062
2128,7.05089
2129,7.04889
2130,7.05261
2131,7.04198
2132,7.03213
2133,7.03437
2134,7.02586
2135,7.00426
2136,6.99916
2137,6.99324
2138,6.98642
2139,6.9809
2140,6.9809
2141,6.92438
2142,6.93266
2143,6.93021
2144,6.92572
2145,6.9134
2146,6.87478
2147,6.88969
2148,6.89736
2149,6.91544
2150,6.82905
2151,6.8276
2152,6.81128
2153,6.79783
2154,6.79174
2155,6.77651
2156,6.77008
2157,6.74747
2158,6.68587
2159,6.70036
2160,6.70271
2161,6.70802
2162,6.70271
2163,6.71134
2164,6.70594
2165,6.70594
2166,6.66118
2167,6.64751
2168,6.6449
2169,6.64281
2170,6.64374
2171,6.6477
2172,6.64733
2173,6.59633
2174,6.54818
2175,6.54121
2176,6.54575
2177,6.55416
2178,6.52308
2179,6.52308
2180,6.52374
2181,6.51819
2182,6.50762
2183,6.48133
2184,6.47771
2185,6.47771
2186,6.45575
2187,6.41629
2188,6.41671
2189,6.35689
2190,6.36286
2191,6.35677
2192,6.31959
2193,6.288
2194,6.23813
2195,6.25295
2196,6.25139
2197,6.25146
2198,6.24001
2199,6.14349
2200,6.11852
2201,6.12826
2202,6.1279
2203,6.13757
2204,6.14064
2205,6.13521
2206,6.13521
2207,6.08408
2208,6.0887
2209,6.08169
2210,6.08255
2211,6.07005
2212,6.07362
2213,6.05093
2214,6.05093
2215,6.05539
2216,6.06317
2217,6.06533
2218,6.02127
2219,6.01831
2220,6.01025
2221,6.01483
2222,6.02429
2223,6.02349
2224,6.03358
2225,6.02938
2226,6.03099
2227,6.02003
2228,5.99726
2229,5.99538
2230,5.99242
2231,5.95441
2232,5.94482
2233,5.93578
2234,5.93803
2235,5.93156
2236,5.93156
2237,5.89705
2238,5.88626
2239,5.87013
2240,5.87045
2241,5.88848
2242,5.82037
2243,5.82749
2244,5.82245
2245,5.82953
2246,5.83139
2247,5.82814
2248,5.82814
2249,5.81613
2250,5.80574
2251,5.80229
2252,5.80752
2253,5.81096
2254,5.78465
2255,5.78765
2256,5.78765
2257,5.79097
2258,5.79602
2259,5.79602
2260,5.78465
2261,5.74699
2262,5.69298
2263,5.68468
2264,5.68912
2265,5.69397
2266,5.70412
2267,5.69068
2268,5.6718
2269,5.65992
2270,5.65992
2271,5.64663
2272,5.64773
2273,5.64988
2274,5.66109
2275,5.66837
2276,5.65595
2277,5.65595
2278,5.65595
2279,5.65595
2280,5.65595
2281,5.58182
2282,5.48028
2283,5.48028
2284,5.48592
2285,5.4847
2286,5.47977
2287,5.48091
2288,5.48091
2289,5.48091
2290,5.4833
2291,5.47696
2292,5.45389
2293,5.3825
2294,5.3825
2295,5.36637
2296,5.37085
2297,5.32775
2298,5.32775
2299,5.28893
2300,5.28175
2301,5.26681
2302,5.27272
2303,5.27272
2304,5.27272
2305,5.27272
2306,5.25188
2307,5.25188
2308,5.25188
2309,5.24236
2310,5.23859
2311,5.23859
2312,5.19606
2313,5.18058
2314,5.18057
2315,5.159
2316,5.159
2317,5.10372
2318,5.10334
2319,5.06143
2320,5.02072
2321,5.01443
2322,4.97107
2323,4.97107
2324,4.92221
2325,4.92221
2326,4.92221
2327,4.9115
2328,4.91877
2329,4.88684
2330,4.87745
2331,4.87745
2332,4.81516
2333,4.80189
2334,4.82078
2335,4.79666
2336,4.79666
2337,4.79372
2338,4.79532
2339,4.77984
2340,4.77471
2341,4.75776
2342,4.74178
2343,4.72555
2344,4.6845
2345,4.63211
2346,4.59665
2347,4.5845
2348,4.58967
2349,4.58967
2350,4.58967
2351,4.53426
2352,4.52346
2353,4.52346
2354,4.53075
2355,4.47298
2356,4.4803
2357,4.48585
2358,4.45063
2359,4.45063
2360,4.45063
2361,4.46282
2362,4.47037
2363,4.4367
2364,4.4367
2365,4.38698
2366,4.37831
2367,4.31641
2368,4.30015
2369,4.30015
2370,4.28617
2371,4.28617
2372,4.21512
2373,4.19114
2374,4.19114
2375,4.19114
2376,4.18389
2377,4.18138
2378,4.12536
2379,4.13014
2380,4.11496
2381,4.10246
2382,4.07975
2383,4.05681
2384,4.05323
2385,4.05737
2386,4.05939
2387,4.05891
2388,4.06533
2389,4.07221
2390,4.05362
2391,4.0402
2392,4.04693
2393,4.03534
2394,4.03534
2395,4.02862
2396,4.03274
2397,4.03274
2398,4.03934
2399,4.0359
2400,4.0359
2401,4.03395
2402,4.00821
2403,4.00347
2404,4.00737
2405,3.99237
2406,3.97328
2407,3.97328
2408,3.97562
2409,3.96769
2410,3.96769
2411,3.96931
2412,3.96616
2413,3.96616
2414,3.9807
2415,3.9807
2416,3.9807
2417,3.97904
2418,3.97481
2419,3.97481
2420,3.97481
2421,3.97481
2422,3.91676
2423,3.91138
2424,3.91138
2425,3.90177
2426,3.88952
2427,3.87721
2428,3.87851
2429,3.87912
2430,3.87912
2431,3.87912
2432,3.87912
2433,3.87189
2434,3.87189
2435,3.87189
2436,3.87766
2437,3.85206
2438,3.83466
2439,3.82193
2440,3.82765
2441,3.81749
2442,3.81749
2443,3.81856
2444,3.80637
2445,3.81734
2446,3.81231
2447,3.81231
2448,3.75366
2449,3.75366
2450,3.75366
2451,3.75377
2452,3.71592
2453,3.71591
2454,3.71591
2455,3.67755
2456,3.64975
2457,3.64975
2458,3.596
2459,3.596
2460,3.596
2461,3.58418
2462,3.54988
2463,3.43635
2464,3.43635
2465,3.43635
2466,3.41482
2467,3.40841
2468,3.40841
2469,3.41031
2470,3.41269
2471,3.41269
2472,3.41145
2473,3.41145
2474,3.40189
2475,3.31077
2476,3.31077
2477,3.29767
2478,3.29983
2479,3.29983
2480,3.28873
2481,3.29897
2482,3.29485
2483,3.29878
2484,3.29456
2485,3.29645
2486,3.29524
2487,3.23883
2488,3.23883
2489,3.18892
2490,3.18892
2491,3.13636
2492,3.13636
2493,3.1413
2494,3.1413
2495,3.12208
2496,3.12694
2497,3.12854
2498,3.12854
2499,3.12022
2500,3.12492
2501,3.12492
2502,3.12492
2503,3.12492
2504,3.10366
2505,3.10366
2506,3.09478
2507,3.09478
2508,3.09478
2509,3.09478
2510,3.08957
2511,3.08957
2512,3.08104
2513,3.07246
2514,3.0704
2515,3.0704
2516,3.0704
2517,3.0704
2518,3.0704
2519,3.05298
2520,3.05854
2521,3.05854
2522,3.05854
2523,3.06291
2524,3.06291
2525,3.05174
2526,3.04941
2527,3.05457
2528,3.05545
2529,3.05545
2530,3.05629
2531,3.05629
2532,3.04717
2533,3.01798
2534,2.99326
2535,2.98039
2536,2.96403
2537,2.9578
2538,2.95153
2539,2.94274
2540,2.94274
2541,2.94274
2542,2.93973
2543,2.93973
2544,2.93973
2545,2.94392
2546,2.88913
2547,2.88239
2548,2.85818
2549,2.85818
2550,2.85493
2551,2.85493
2552,2.85493
2553,2.85493
2554,2.85502
2555,2.85502
2556,2.86214
2557,2.85509
2558,2.85509
2559,2.85509
2560,2.86214
2561,2.86214
2562,2.86214
2563,2.86214
2564,2.85139
2565,2.85139
2566,2.8548
2567,2.84736
2568,2.84736
2569,2.84713
2570,2.84713
2571,2.80366
2572,2.80692
2573,2.81646
2574,2.79075
2575,2.79075
2576,2.7715
2577,2.7483
2578,2.74394
2579,2.74394
2580,2.73878
2581,2.73878
2582,2.73878
2583,2.7306
2584,2.67368
2585,2.67368
2586,2.67368
2587,2.67368
2588,2.67368
2589,2.6728
2590,2.6605
2591,2.64048
2592,2.64048
2593,2.64711
2594,2.64711
2595,2.64711
2596,2.64711
2597,2.64711
2598,2.65368
2599,2.65368
2600,2.61037
2601,2.6131
2602,2.61578
2603,2.6107
2604,2.60557
