# time, mean
1474,3.96
1475,3.89
1476,3.85
1477,3.87
1478,3.82
1479,3.8
1480,3.86
1481,3.8
1482,3.79
1483,3.81
1484,3.82
1485,3.85
1486,3.81
1487,3.86
1488,3.81
1489,3.79
1490,3.77
1491,3.73
1492,3.76
1493,3.76
1494,3.72
1495,3.71
1496,3.67
1497,3.62
1498,3.62
1499,3.68
1500,3.69
1501,3.69
1502,3.64
1503,3.64
1504,3.66
1505,3.69
1506,3.69
1507,3.67
1508,3.66
1509,3.67
1510,3.7
1511,3.74
1512,3.71
1513,3.68
1514,3.64
1515,3.6
1516,3.6
1517,3.6
1518,3.63
1519,3.61
1520,3.64
1521,3.61
1522,3.65
1523,3.64
1524,3.66
1525,3.62
1526,3.56
1527,3.48
1528,3.54
1529,3.54
1530,3.57
1531,3.6
1532,3.6
1533,3.56
1534,3.54
1535,3.6
1536,3.64
1537,3.64
1538,3.63
1539,3.61
1540,3.54
1541,3.6
1542,3.59
1543,3.59
1544,3.59
1545,3.58
1546,3.55
1547,3.53
1548,3.55
1549,3.52
1550,3.46
1551,3.51
1552,3.52
1553,3.53
1554,3.47
1555,3.51
1556,3.49
1557,3.42
1558,3.47
1559,3.44
1560,3.46
1561,3.48
1562,3.49
1563,3.46
1564,3.43
1565,3.42
1566,3.49
1567,3.47
1568,3.5
1569,3.52
1570,3.5
1571,3.48
1572,3.47
1573,3.52
1574,3.53
1575,3.58
1576,3.59
1577,3.57
1578,3.57
1579,3.49
1580,3.5
1581,3.47
1582,3.55
1583,3.52
1584,3.55
1585,3.62
1586,3.58
1587,3.56
1588,3.62
1589,3.61
1590,3.54
1591,3.53
1592,3.64
1593,3.58
1594,3.55
1595,3.52
1596,3.56
1597,3.53
1598,3.48
1599,3.44
1600,3.41
1601,3.41
1602,3.44
1603,3.5
1604,3.54
1605,3.6
1606,3.62
1607,3.67
1608,3.69
1609,3.67
1610,3.65
1611,3.67
1612,3.61
1613,3.56
1614,3.52
1615,3.52
1616,3.57
1617,3.6
1618,3.56
1619,3.56
1620,3.58
1621,3.58
1622,3.63
1623,3.54
1624,3.52
1625,3.52
1626,3.57
1627,3.61
1628,3.59
1629,3.63
1630,3.64
1631,3.69
1632,3.71
1633,3.69
1634,3.72
1635,3.74
1636,3.74
1637,3.71
1638,3.64
1639,3.61
1640,3.57
1641,3.57
1642,3.6
1643,3.51
1644,3.58
1645,3.6
1646,3.61
1647,3.56
1648,3.49
1649,3.45
1650,3.47
1651,3.61
1652,3.63
1653,3.61
1654,3.54
1655,3.5
1656,3.55
1657,3.53
1658,3.5
1659,3.5
1660,3.5
1661,3.5
1662,3.51
1663,3.52
1664,3.52
1665,3.5
1666,3.53
1667,3.55
1668,3.5
1669,3.55
1670,3.54
1671,3.49
1672,3.48
1673,3.48
1674,3.43
1675,3.42
1676,3.43
1677,3.37
1678,3.33
1679,3.31
1680,3.29
1681,3.32
1682,3.33
1683,3.36
1684,3.36
1685,3.39
1686,3.41
1687,3.37
1688,3.32
1689,3.32
1690,3.38
1691,3.39
1692,3.39
1693,3.34
1694,3.31
1695,3.28
1696,3.3
1697,3.29
1698,3.19
1699,3.21
1700,3.19
1701,3.15
1702,3.15
1703,3.17
1704,3.12
1705,3.2
1706,3.15
1707,3.11
1708,3.13
1709,3.2
1710,3.26
1711,3.24
1712,3.27
1713,3.3
1714,3.31
1715,3.28
1716,3.29
1717,3.32
1718,3.27
1719,3.37
1720,3.39
1721,3.39
1722,3.35
1723,3.34
1724,3.37
1725,3.37
1726,3.34
1727,3.37
1728,3.36
1729,3.38
1730,3.38
1731,3.39
1732,3.37
1733,3.32
1734,3.33
1735,3.34
1736,3.28
1737,3.3
1738,3.3
1739,3.31
1740,3.27
1741,3.24
1742,3.24
1743,3.29
1744,3.31
1745,3.27
1746,3.27
1747,3.27
1748,3.27
1749,3.25
1750,3.2
1751,3.17
1752,3.2
1753,3.13
1754,3.12
1755,3.21
1756,3.31
1757,3.32
1758,3.28
1759,3.28
1760,3.24
1761,3.22
1762,3.19
1763,3.25
1764,3.3
1765,3.25
1766,3.19
1767,3.16
1768,3.15
1769,3.13
1770,3.12
1771,3.09
1772,3.12
1773,3.05
1774,3.03
1775,3
1776,2.96
1777,2.94
1778,2.9
1779,2.91
1780,2.89
1781,2.9
1782,2.9
1783,2.88
1784,2.89
1785,2.94
1786,2.93
1787,2.86
1788,2.84
1789,2.92
1790,2.91
1791,2.92
1792,2.87
1793,2.78
1794,2.78
1795,2.79
1796,2.8
1797,2.8
1798,2.77
1799,2.8
1800,2.84
1801,2.81
1802,2.78
1803,2.71
1804,2.75
1805,2.71
1806,2.71
1807,2.72
1808,2.71
1809,2.7
1810,2.67
1811,2.65
1812,2.68
1813,2.7
1814,2.71
1815,2.72
1816,2.69
1817,2.72
1818,2.72
1819,2.69
1820,2.7
1821,2.63
1822,2.57
1823,2.56
1824,2.54
1825,2.53
1826,2.52
1827,2.51
1828,2.57
1829,2.57
1830,2.52
1831,2.55
1832,2.56
1833,2.63
1834,2.65
1835,2.67
1836,2.69
1837,2.68
1838,2.69
1839,2.68
1840,2.67
1841,2.72
1842,2.71
1843,2.68
1844,2.71
1845,2.73
1846,2.72
1847,2.75
1848,2.76
1849,2.79
1850,2.81
1851,2.73
1852,2.73
1853,2.76
1854,2.78
1855,2.79
1856,2.79
1857,2.73
1858,2.72
1859,2.66
1860,2.62
1861,2.61
1862,2.61
