time,detectable sentinels lower
1337.0,63.778853828673164
1338.0,63.80089060542438
1339.0,63.861197183730226
1340.0,63.978400678534214
1341.0,64.15917310435944
1342.0,64.39347217490962
1343.0,64.49727762451677
1344.0,64.60486042636927
1345.0,64.6858220867124
1346.0,64.8982950550951
1347.0,64.9875943923285
1348.0,65.03606323293548
1349.0,65.16622090836914
1350.0,65.31919686732343
1351.0,65.45251070346765
1352.0,65.56242375855126
1353.0,65.74738630379787
1354.0,65.9173434393548
1355.0,66.04387273931144
1356.0,66.17033315860861
1357.0,66.26905133351065
1358.0,66.30851689469806
1359.0,66.35167119767117
1360.0,66.39786108489193
1361.0,66.43349658723618
1362.0,66.53633137275912
1363.0,66.645900021746
1364.0,66.72997043013102
1365.0,66.8013947750511
1366.0,67.05167125658447
1367.0,67.05167125658447
1368.0,67.13814743856943
1369.0,67.193267643099
1370.0,67.273660157264
1371.0,67.41633279151003
1372.0,67.49350743182528
1373.0,67.59125891821068
1374.0,67.65006830613841
1375.0,67.70338838207807
1376.0,67.7858475121479
1377.0,67.8926952545164
1378.0,67.93238751923758
1379.0,67.94658360834887
1380.0,68.03733096102832
1381.0,68.25729002610504
1382.0,68.31796471632688
1383.0,68.39709879338315
1384.0,68.47973363126948
1385.0,68.52768584687651
1386.0,68.59070162208191
1387.0,68.73030328580919
1388.0,68.77981636153932
1389.0,69.0258665102505
1390.0,69.06281814963494
1391.0,69.21607908352769
1392.0,69.4067638395241
1393.0,69.4677870236649
1394.0,69.48797919965048
1395.0,69.60269142333597
1396.0,69.72688771137976
1397.0,69.8117227496545
1398.0,69.90726646158016
1399.0,69.95548518767191
1400.0,69.98689987480822
1401.0,70.04729758284984
1402.0,70.09308884402736
1403.0,70.24183027395017
1404.0,70.35101614946919
1405.0,70.46517119414352
1406.0,70.5353393665751
1407.0,70.55223683458996
1408.0,70.58617723517482
1409.0,70.67146638066993
1410.0,70.7756066230117
1411.0,70.81186890649596
1412.0,70.89108876781714
1413.0,70.93604370696242
1414.0,70.9531924705569
1415.0,71.01529579571998
1416.0,71.10464934474258
1417.0,71.22790089272611
1418.0,71.27550851947731
1419.0,71.32242370218623
1420.0,71.3644914706683
1421.0,71.49308834331751
1422.0,71.5376524397114
1423.0,71.61842923732351
1424.0,71.68917261816608
1425.0,71.82660058167892
1426.0,71.92888263553347
1427.0,72.0805995311582
1428.0,72.1860395100745
1429.0,72.2744386929686
1430.0,72.40231620521129
1431.0,72.50943402906547
1432.0,72.63331036348043
1433.0,72.69984802501813
1434.0,72.78544825573616
1435.0,72.87548291831584
1436.0,72.89520216786305
1437.0,73.03168207197812
1438.0,73.1543016780922
1439.0,73.28877864847556
1440.0,73.35048577462801
1441.0,73.44868964426989
1442.0,73.48074351154924
1443.0,73.53269563481535
1444.0,73.5948485561645
1445.0,73.66068494611305
1446.0,73.76670757927698
1447.0,73.89314683477048
1448.0,74.03750649299676
1449.0,74.12549213361245
1450.0,74.15709541388219
1451.0,74.26565208426221
1452.0,74.33837453011236
1453.0,74.43104315434911
1454.0,74.4585986672078
1455.0,74.52842765159718
1456.0,74.59458984288719
1457.0,74.75966667022784
1458.0,74.94492018724186
1459.0,74.9503771806017
1460.0,75.00613274050633
1461.0,75.06878724032296
1462.0,75.16238979581571
1463.0,75.25138442725208
1464.0,75.29886575249405
1465.0,75.4236046197013
