time,infected upper
3.685,6.266080672316484
3.69,6.266080672316484
3.695,6.266080672316484
3.7,6.252345285008384
3.705,6.214398374844851
3.71,6.201946064785808
3.715,6.168021352211762
3.72,6.129349680960796
3.725,6.1128457179124585
3.73,6.1045245579317315
3.735,6.101110836898086
3.74,6.048811342397557
3.745,5.954693973752411
3.75,5.937279400538842
3.755,5.937279400538842
3.76,5.901162476429896
3.765,5.8740848863792685
3.77,5.836978979583877
3.775,5.833072900770154
3.78,5.814594078877186
3.785,5.777640196067311
3.79,5.763770232393327
3.795,5.763770232393327
3.8,5.726104912333033
3.805,5.692723360972752
3.81,5.658909670896314
3.815,5.634850830011531
3.82,5.590841176063181
3.825,5.545837180512961
3.83,5.510946384552495
3.835,5.490950998927083
3.84,5.454969437424433
3.845,5.444504830026087
3.85,5.413617466486754
3.855,5.393141122116794
3.86,5.392338554473639
3.865,5.392338554473639
3.87,5.39144556625936
3.875,5.339306811754964
3.88,5.282422760159901
3.885,5.282422760159901
3.89,5.286471888106616
3.895,5.286471888106616
3.9,5.275394697797905
3.905,5.243027987699619
3.91,5.235595149322628
3.915,5.217898896340855
3.92,5.206471888106616
3.925,5.171883530731655
3.93,5.176897593768896
3.935,5.148567323476879
3.94,5.1113814300630604
3.945,5.094414271264949
3.95,5.077371993328519
3.955,5.065322758437214
3.96,5.051186513178403
3.965,5.033930089947464
3.97,4.999183503401353
3.975,4.981691573994211
3.98,4.933907960581371
3.985,4.928730152198591
3.99,4.88548949357599
3.995,4.849341991322258
4.0,4.849341991322258
4.005,4.849341991322258
4.01,4.849341991322258
4.015,4.805099466871709
4.02,4.776239645432149
4.025,4.752324758154952
4.03,4.738983681041651
4.035,4.687809513992176
4.04,4.68502021552327
4.045,4.68502021552327
4.05,4.65472369909914
4.055,4.634698367028834
4.06,4.599130229211623
4.065,4.599130229211623
4.07,4.5872682533947255
4.075,4.5872682533947255
4.08,4.583941746657645
4.085,4.550081519933288
4.09,4.550081519933288
4.095,4.548467110282019
4.1,4.4996738841436
4.105,4.48286265006341
4.11,4.428994290366339
4.115,4.420702569296321
4.12,4.416448221739568
4.125,4.416448221739568
4.13,4.407725889952805
4.135,4.399417899777601
4.14,4.399417899777601
4.145,4.3734993995195195
4.15,4.358127404648838
4.155,4.358127404648838
4.16,4.358127404648838
4.165,4.35872297053078
4.17,4.269864125417962
4.175,4.269864125417962
4.18,4.238086431217079
4.185,4.183850606934702
4.19,4.156924732606273
4.195,4.156924732606273
4.2,4.156924732606273
4.205,4.156924732606273
4.21,4.124488722295547
4.215,4.063668514689258
4.22,4.063668514689258
4.225,4.0524559232883615
4.23,4.029858751426226
4.235,4.029858751426226
4.24,4.029858751426226
4.245,4.029858751426226
4.25,4.029858751426226
4.255,4.012681584492827
4.26,4.012442144923644
4.265,3.9952746266423125
4.27,3.9378147196982765
4.275,3.937541129701959
4.28,3.8907847047204944
4.285,3.8668284713389394
4.29,3.8668284713389394
4.295,3.8426295571430504
4.3,3.7941074346097423
4.305,3.7941074346097423
4.31,3.751406593262095
4.315,3.7508033793397724
4.32,3.7508033793397724
4.325,3.7508033793397724
4.33,3.707558445425077
4.335,3.707558445425077
4.34,3.707558445425077
4.345,3.700843159362136
4.35,3.7000598791660138
4.355,3.675173706896047
4.36,3.675173706896047
4.365,3.675173706896047
4.37,3.673320053068151
4.375,3.6412043823684073
4.38,3.6280410127617473
4.385,3.5954482671904335
4.39,3.5686274744431694
4.395,3.5551146748775757
4.4,3.5551146748775757
4.405,3.5105936398724076
4.41,3.4968719422671315
4.415,3.4968719422671315
4.42,3.4968719422671315
4.425,3.4767892109539953
4.43,3.4426092966786133
4.435,3.4426092966786133
4.44,3.4349285698088017
4.445,3.395153714036245
4.45,3.373081332918002
4.455,3.358700750633468
4.46,3.358700750633468
4.465,3.358700750633468
4.47,3.3297058540778357
4.475,3.3216331153380043
4.48,3.2938031576133002
4.485,3.2938031576133002
4.49,3.2707613974417002
4.495,3.203778959279313
4.5,3.181699697628562
4.505,3.181699697628562
4.51,3.181699697628562
4.515,3.181699697628562
4.52,3.181699697628562
4.525,3.173091986265623
4.53,3.1624304368165133
4.535,3.1017231140957975
4.54,3.1017231140957975
4.545,3.1017231140957975
4.55,3.1017231140957975
4.555,3.0326570709128244
4.56,3.0326570709128244
4.565,3.0326570709128244
4.57,3.0092497989994484
4.575,3.0
4.58,2.9597101144805738
4.585,2.942989439143652
4.59,2.942989439143652
4.595,2.942989439143652
4.6,2.942989439143652
4.605,2.942989439143652
4.61,2.8995587519485873
4.615,2.882442235365341
4.62,2.8478714437493613
4.625,2.8478714437493613
4.63,2.8478714437493613
4.635,2.8228756555322954
4.64,2.8228756555322954
4.645,2.7798461447417537
4.65,2.7798461447417537
4.655,2.8027244611029163
4.66,2.8027244611029163
4.665,2.8027244611029163
4.67,2.746292463424634
4.675,2.7020296408429876
4.68,2.6806248474865697
4.685,2.6806248474865697
4.69,2.6775946567146036
4.695,2.6431706139710505
4.7,2.6431706139710505
4.705,2.6431706139710505
4.71,2.6431706139710505
4.715,2.6162343278854108
4.72,2.6162343278854108
4.725,2.6162343278854108
4.73,2.6162343278854108
4.735,2.6162343278854108
4.74,2.613156015825644
4.745,2.613156015825644
4.75,2.593985530462473
4.755,2.593985530462473
4.76,2.5827389106324787
